"prompt","response"
"在“狼人杀”游戏的语境中，关于“自爆指刀”，它的含义是怎样的？","自爆的狼人在当天白天的遗言中（或者当晚狼队行动的环节）向还在场上的狼人指导刀法"
"在“狼人杀”游戏的语境中，关于“吃刀”，它的含义是怎样的？","被刀"
"在“狼人杀”游戏的语境中，玩家发言中的“改刀、拗刀”包含的含义是什么？","改变刀法"
"在“狼人杀”游戏的语境中，玩家发言中的“赌刀”包含的含义是什么？","狼人在不够有把握的情况下进行选刀"
"在“狼人杀”游戏的语境中，关于“刀歪、刀偏、刀错”，它的含义是怎样的？","狼人选择了错误的击杀对象"
"在“狼人杀”游戏的语境中，什么是“挡刃”的含义？","某个身份的好人试图把自己伪装成另一个身份的好人来诱使狼队刀偏"
"在“狼人杀”游戏的语境中，怎样理解“躲刀”的含义？","试图避免自己被刀"
"在“狼人杀”游戏的语境中，什么是“补刀”的含义？","狼人第一刀没有成功击杀某位玩家，第二刀选择继续击杀该玩家。白痴翻牌之后，需要狼人补一刀才算出局"
"在“狼人杀”游戏的语境中，怎样理解“主刀、带刀”的含义？","在晚上由一个狼人负责选择击杀对象"
"在“狼人杀”游戏的语境中，“爆刀”代表什么意思？","狼人自爆刀人"
"在“狼人杀”游戏的语境中，”拍刃“的意义具体是什么？","杀人游戏术语，在狼刀在先的情况下，狼人可以直接拍刀指认之后每一个夜晚的击杀对象，默认女巫会毒中狼人，猎人会带走狼人，如果按照这个顺序下刀能够成功屠边则狼人获胜，否则好人获胜"
"在“狼人杀”游戏的语境中，“一刀一神”代表什么意思？","狼人每一刀都能准确地击杀一张神牌，形容狼人刀法准"
"在“狼人杀”游戏的语境中，玩家发言中的“蛇形刀”包含的含义是什么？","狼人一会儿刀神一会儿刀民"
"在“狼人杀”游戏的语境中，玩家发言中的“西瓜刀”包含的含义是什么？","形容狼人刀法差"
"在“狼人杀”游戏的语境中，玩家发言中的“被闷刀、被抿杀”包含的含义是什么？","神牌在跳明身份之前就被狼人找到并击杀"
"在“狼人杀”游戏的语境中，”自刃“的定义是什么？","指狼人玩家晚上出于某些战术目的，选择击杀自己的行"
"在“狼人杀”游戏的语境中，“被自刀”代表什么意思？","本来不准备自刀的狼人被狼队友刀了"
"在“狼人杀”游戏的语境中，“自刀狼”代表什么意思？","自刀的狼人"
"在“狼人杀”游戏的语境中，什么是“银水狼”的含义？","自刀后被女巫用解药救活了的狼人"
"在“狼人杀”游戏的语境中，“刀口位”代表什么意思？","被刀了的位置"
"在“狼人杀”游戏的语境中，”自刀骗药“的意义具体是什么？","狼人在女巫还有解药的情况下自刀，希望女巫开药解救并骗取到女巫的信任"
"在“狼人杀”游戏的语境中，”夹杀“的定义是什么？","狼队选择去击杀两张狼人牌之间的一张好人牌"
"在“狼人杀”游戏的语境中，什么是“夹刀位”的含义？","两张狼人牌之间的位置"
"在“狼人杀”游戏的语境中，玩家发言中的“靠刀位”包含的含义是什么？","一张狼人牌旁边的位置"
"在“狼人杀”游戏的语境中，“跳刀位”代表什么意思？","一张狼人牌旁边跳开一个人的位置"
"在“狼人杀”游戏的语境中，玩家发言中的“金刚狼”包含的含义是什么？","一个身份非常作好，完全没有人怀疑的狼人"
"在“狼人杀”游戏的语境中，”站边“的定义是什么？","通常指游戏里有两个人对跳时，选择相信其中一方的行为"
"在“狼人杀”游戏的语境中，怎样理解“软站边”的含义？","暂时站边某一个预言家但是依旧保持一定程度的怀疑"
"在“狼人杀”游戏的语境中，”死站边、铁站边“的意义具体是什么？","完全站边某一个预言家"
"在“狼人杀”游戏的语境中，“站对边”代表什么意思？","站边了真预言家"
"在“狼人杀”游戏的语境中，关于“站错边”，它的含义是怎样的？","站边了悍跳狼"
"在“狼人杀”游戏的语境中，玩家发言中的“配置绑架”包含的含义是什么？","默认高配玩家不会站错边，站错边就将其定义为狼人"
"在“狼人杀”游戏的语境中，怎样理解“煽动”的含义？","给出某一个观点来游说其他玩家，一般主语为狼人"
"在“狼人杀”游戏的语境中，关于“传销”，它的含义是怎样的？","非常强有力的煽动"
"在“狼人杀”游戏的语境中，”支撑“的定义是什么？","支持"
"在“狼人杀”游戏的语境中，怎样理解“冲锋狼、煽动狼”的含义？","站边悍跳狼，帮助悍跳狼攻击真预言家的狼人牌"
"在“狼人杀”游戏的语境中，怎样理解“倒钩狼”的含义？","站边真预言家的狼人牌"
"在“狼人杀”游戏的语境中，”阴阳倒钩“的定义是什么？","倒钩狼站边真预言家并故意去脏真预言家"
"在“狼人杀”游戏的语境中，什么是“旋风倒钩”的含义？","冲锋狼装作是阴阳倒钩来为悍跳狼冲锋，让好人们误以为这是倒钩狼在脏真预言家"
"在“狼人杀”游戏的语境中，“深水狼”代表什么意思？","注重于隐藏自己身份的狼人牌"
"在“狼人杀”游戏的语境中，”死狼“的意义具体是什么？","已经出局的狼人；虽然还活在场上，但是已经被场上所有的玩家都标为铁狼的狼人"
"在“狼人杀”游戏的语境中，”踩、打“的意义具体是什么？","玩家在发言时，指出其他玩家发言或行为上不好的地方，并怀疑他是狼人"
"在“狼人杀”游戏的语境中，玩家发言中的“保、捞”包含的含义是什么？","认为某张牌是好人并为之进行辩解"
"在“狼人杀”游戏的语境中，怎样理解“明踩暗保”的含义？","表面上在踩某位玩家，真实目的却是去保他"
"在“狼人杀”游戏的语境中，怎样理解“明脏暗保”的含义？","表面上在脏某位玩家，真实目的却是去保他"
"在“狼人杀”游戏的语境中，玩家发言中的“狼踩狼”包含的含义是什么？","狼人之间通过互相攻击来伪装成互相不相认的样子"
"在“狼人杀”游戏的语境中，“悍”代表什么意思？","一般指狼队的打法非常地凶悍"
"在“狼人杀”游戏的语境中，“怂”代表什么意思？","一般指狼队的打法不勇敢"
"在“狼人杀”游戏的语境中，”对刚“的意义具体是什么？","对跳"
"在“狼人杀”游戏的语境中，”刚在警上“的定义是什么？","在警上坚持不退水"
"在“狼人杀”游戏的语境中，什么是“打法很刚”的含义？","打法很凶悍"
"在“狼人杀”游戏的语境中，怎样理解“鱼、愚、菜”的含义？","玩得不好，水平不高"
"在“狼人杀”游戏的语境中，怎样理解“渔民、鱼民、愚民”的含义？","玩得很菜的好人"
"在“狼人杀”游戏的语境中，”头铁“的定义是什么？","毫无逻辑却很坚定，一般用于形容渔民或者无脑冲锋的狼人"
"在“狼人杀”游戏的语境中，玩家发言中的“怂狼局”包含的含义是什么？","没有狼人悍跳的一局游戏"
"在“狼人杀”游戏的语境中，怎样理解“补位狼”的含义？","上警准备在特殊情况下替补悍跳的狼人"
"在“狼人杀”游戏的语境中，怎样理解“点狼”的含义？","指出狼人所在的位置"
"在“狼人杀”游戏的语境中，”裸点四狼“的定义是什么？","直接指出场上四张狼人牌所在的位置"
"在“狼人杀”游戏的语境中，”四狼裸坐“的意义具体是什么？","四张狼人牌都已经暴露"
"在“狼人杀”游戏的语境中，”盘“的意义具体是什么？","分析"
"在“狼人杀”游戏的语境中，关于“盘逻辑”，它的含义是怎样的？","分析逻辑"
"在“狼人杀”游戏的语境中，”盘狼坑“的定义是什么？","分析狼人所在的位置"
"在“狼人杀”游戏的语境中，关于“钻狼坑、钻狼队”，它的含义是怎样的？","好人受到了狼人的欺骗，一直在帮狼玩"
"在“狼人杀”游戏的语境中，关于“狼助”，它的含义是怎样的？","钻狼坑的好人，狼人的好助手"
"在“狼人杀”游戏的语境中，玩家发言中的“狼坑爆炸”包含的含义是什么？","有很多好人钻了狼坑"
"在“狼人杀”游戏的语境中，”倒钩好人“的意义具体是什么？","对站错了边的好人的戏称"
"在“狼人杀”游戏的语境中，关于“板子”，它的含义是怎样的？","一局游戏中的身份配置"
"在“狼人杀”游戏的语境中，“花板子”代表什么意思？","不太常见的特殊板子；进行特别的、不太常见的打法，亦称骚套路"
"在“狼人杀”游戏的语境中，“标准局”代表什么意思？","一般指预女猎白十二人局"
"在“狼人杀”游戏的语境中，“334”代表什么意思？","一般指三狼三神四民的十人局，三神分别为预言家、女巫和猎人"
"在“狼人杀”游戏的语境中，怎样理解“明牌局”的含义？","出局后的玩家都必须翻牌的一种游戏规则，比较罕见"
